Style No,Style Long Description,Back,Back,Back 2,Back 2,Back 2,Back 2,Edge,Edge,Edge,Edge,Edge 2,Edge 2,Edge 2,Edge 2,Front,Main,Main,Main,Main 2,Main 2,Main 2,Main 2,Model,Model,Model,Model,Model,Model,Model,Model 2,Profile,Profile,Top,Top,Assortment_Type,caratage_of_predom_mat_1,caratage_of_predom_mat_2,caratage_of_predom_mat_3,Closure Type,Commercial Reference,Country of Origin,Diamond Carat Weight,Fish_&_Wild,funct_hier_lvl4_item_shape,Gender,item_note,Launch Date - Wholesales (US),man_made_stones,measure_1,measure_3,measure_4,measure_5,merch_hier_lv2_sub_collection,merch_hier_lvl_collection,NFR Size Code,NRF_color_code,Predominant_Color_Descr,Primary Material,Product Description,Product Type,Retail Price,Retail Price - Dollar Sign,sales_life_cycle,season,Season Code,season_year,Size,stone_id_1,stone_id_2,stone_id_3,stone_id_4,supply_life_cycle,UPC Code,Variant No,Vendor Name,salsify:profile_asset_id
EBS900434BSP,WOMEN's Classic Chain Arch Silver Small Hoop Earrings with Blue Sapphire (Length 17mm),,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--mN77ep1y--/mfqtynvm8ycj8jupg4g5.jpg,,,,,,,,,,,,,,,,,,,NON CORE,,,,Leverback,EBS900434BSP,TH,0,No,Hoop,WOMEN,,9/28/2018,No,0,0,17,0,Classic,Chain,,400,NON CORE,Silver,Classic Chain Hoop Earring in Silver with Gemstone,Earrings,750,$,Active,FALL,F18-CO,2018,NO SIZE,Blue Sapphire,,,,Contributor,8.25429E+12,EBS900434,John Hardy,
EBS900521POGMO,WOMEN's Classic Chain Droplet Silver Drop Earrings with 16x8mm Pink Opal and 6x5mm Grey Moonstone,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--F78jsX2f--/lvltqcn94fnu9cdvvxvt.jpg,,,,,,,,,,,,,,,,,,,NON CORE,,,,Post Back,EBS900521POGMO,TH,0,No,Drop,WOMEN,,1/25/2018,No,0,0,62.5,8,Classic,Chain,,650,NON CORE,Silver,Classic Chain Drop Earring in Silver with Gemstone,Earrings,REMOVE,$,Active,SPRING,S18,2018,NO SIZE,Pink Opal,Grey Moonstone,,,Contributor,,EBS900521,John Hardy,
EBS902424AQKN,WOMEN's Classic Chain Silver Drop Earrings with Aquamarine and Kyanite,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--Z3F_Ys6b--/uklj8xdb02skkry56ape.jpg,,,,,,,http://images.salsify.com/image/upload/s--M_SWbih2--/rbjiv8rawolxly9snycp.jpg,,,,,,,,,,,,NON CORE,,,,Post Back,EBS902424AQKN,ID,0,No,Drop,WOMEN,,7/25/2018,No,0,0,66.5,9.5,Classic,Chain,,400,NON CORE,Silver,Classic Chain Drop Earring in Silver with Gemstone,Earrings,595,$,Active,FALL,F18,2018,NO SIZE,Aquamarine,Kyanite,,,Contributor,8.25429E+12,EBS902424,John Hardy,
EBS902534BLSBN,WOMEN's Asli Classic Chain Link Silver Tassel Earrings with Black Sapphire and Black Spinel,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--4Q3IQMHb--/txmckuu3bgucjr8yvb6c.jpg,,,,,,,,,,,,,,,,,,,NON CORE,,,,Leverback,EBS902534BLSBN,TH,0,No,Chandelier,WOMEN,,9/28/2018,No,0,0,81.5,9,Classic,Chain,,1,NON CORE,Silver,"Asli Classic Chain Link Chandelier Earring in Silver, Gem",Earrings,895,$,Active,FALL,F18-CO,2018,NO SIZE,Black Spinel,Black Sapphire,,,Contributor,8.25429E+12,EBS902534,John Hardy,
EBS902604BLSBN,WOMEN's Classic Chain Silver Drop Earrings with Black Sapphire and Black Spinel,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--aQkJIb_i--/whvh984t3xcppis4izij.jpg,,,,,,,http://images.salsify.com/image/upload/s--f3_yUwOr--/uwsdwt77pwulhjwcnaxb.jpg,,,,,,,,,,,,NON CORE,,,,Post Back,EBS902604BLSBN,TH,0,No,Drop,WOMEN,,9/28/2018,No,0,0,68.5,9,Classic,Chain,,1,NON CORE,Silver,Classic Chain Drop Earring in Silver with Gemstone,Earrings,995,$,Active,FALL,F18-CO,2018,NO SIZE,Black Spinel,Black Sapphire,,,Star,8.25429E+12,EBS902604,John Hardy,
EBS92372BLS,WOMEN's Classic Chain Silver Lava Small Square Earrings with Black Sapphire,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--vvlW6WPX--/pfeuz5nv4m8hgau80o7l.jpg,http://images.salsify.com/image/upload/s---t-jflOC--/blgtm2jr3paxygyhh3mj.jpg,,,,,,http://images.salsify.com/image/upload/s--jG4rfVea--/ps1styfbdjap473snzux.jpg,http://images.salsify.com/image/upload/s--_FqpLyZn--/sucdaxte5kkqu3mopjp8.jpg,,,,,,,,,,,CORE,,,,Post Back,EBS92372BLS,TH,0,No,Stud,WOMEN,,8/1/2010,No,0,0,12,12,Classic,Chain,,1,CORE,Silver,Classic Chain Stud Earring in Silver with Gemstone,Earrings,495,$,Active,FALL,F10,2010,NO SIZE,Black Sapphire,,,,Star,8.25429E+12,1_410_15692372,John Hardy,
EBS933144BLS,WOMEN's Modern Chain Silver Stud Earrings with Black Sapphire and Black Spinel,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--FEwDjhC3--/fwkue1gwr74xgby78fxo.jpg,,,,,,,,,,,,,,,,,,,CORE,,,,Post Back,EBS933144BLS,TH,0,,Stud,WOMEN,,7/20/2016,No,0,0,10.5,10.5,Modern,Chain,,1,NON CORE,Silver,Modern Chain Stud Earring in Silver with Gemstone,Earrings,495,$,Active,FALL,F16,2016,NO SIZE,Black Spinel,Black Sapphire,,,Star,8.25429E+12,EBS933144,John Hardy,
EBS945354BHBLSBN,WOMEN's Modern Chain Silver Buddha Belly Earrings in Brushed Finish with Black Sapphire and Black Spinel,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--7dBjHeVk--/dguvmdvf2twu7kbzrqyy.jpg,,,,,,,http://images.salsify.com/image/upload/s--c7uQ1d9T--/fo52iprrfxq6rpkouuyz.jpg,,,,,,,,,,,,,,,,Omega Back,EBS945354BHBLSBN,TH,0,No,Buddha Belly,WOMEN,,9/25/2017,No,0,0,17,10.5,Modern,Chain,,1,NON CORE,Silver,"Modern Chain Buddha Belly Earring in Brushed Silver, Gems",Earrings,550,$,Active,FALL,F17,2017,NO SIZE,Black Spinel,Black Sapphire,,,Star,8.25429E+12,EBS945354,John Hardy,
EBS945364BHBLSBN,WOMEN's Modern Chain Silver Long Drop Earrings on French Wire in Brushed Finish with Black Sapphire and Black Spinel,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--Y3dVGgeN--/j7k9ivbnqarztggf3kwl.jpg,,,,,,,http://images.salsify.com/image/upload/s--gR3VDinr--/goey4t3ho4qpznfru9fy.jpg,,,,,,,,,,,,,,,,French Wire,EBS945364BHBLSBN,TH,0,No,Drop,WOMEN,,9/25/2017,No,0,0,66,11.5,Modern,Chain,,1,NON CORE,Silver,Modern Chain Drop Earring in Brushed Silver with Gemstone,Earrings,695,$,Active,FALL,F17,2017,NO SIZE,Black Spinel,Black Sapphire,,,Star,8.25429E+12,EBS945364,John Hardy,
EBS961824BLS,WOMEN's Classic Chain Silver Stud Earrings with Black Sapphire,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--zKEflhb4--/o6u2ijnr7i4kdqkpenad.jpg,http://images.salsify.com/image/upload/s--KcrL_g2n--/bn75bftyjcrngzoxptyd.jpg,,,,,,,,,,,,,,,,,,CORE,,,,Post Back,EBS961824BLS,TH,0,No,Stud,WOMEN,,10/1/2016,No,0,0,9.5,9.5,Classic,Chain,,1,CORE,Silver,Classic Chain Stud Earring in Silver with Gemstone,Earrings,450,$,Active,FALL,F16-CO,2016,NO SIZE,Black Sapphire,,,,Star,8.25429E+12,EBS961824,John Hardy,
EBS9923511LT,WOMEN's Classic Chain Silver Magic Cut Stud Earrings with 8mm London Blue Topaz,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--Kkpnom22--/zhdsljkmuxelt1a8hbxm.jpg,,,,,,,,,,,,,,,,,,,CORE,,,,Post Back,EBS9923511LT,TH,0,No,Stud,WOMEN,,10/1/2017,No,0,0,11.5,11.5,Classic,Chain,,200,CORE,Silver,"Classic Chain Magic Cut Stud Earring in Silver, 8MM Gemstone",Earrings,REMOVE,$,Active,FALL,F17-CO,2017,NO SIZE,London Blue Topaz,,,,Star,,EBS9923511,John Hardy,
EBS9995961TQ,WOMEN's Classic Chain Silver Stud Earrings with Turquoise,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--0TI044PB--/ytwazftttapog6h28db7.jpg,,,,,,,,,,,,,,,,,,,CORE,,,,Post Back,EBS9995961TQ,TH,0,No,Stud,WOMEN,,2/15/2017,No,0,0,11.5,11.5,Classic,Chain,,400,CORE,Silver,Classic Chain Stud Earring in Silver with Gemstone,Earrings,450,$,Active,SPRING,S17,2017,NO SIZE,Natural Arizona Turquoise,,,,Contributor,8.25429E+12,EBS9995961,John Hardy,
EBS9997114BLSBN,WOMEN's Classic Chain Silver Tassel Earrings with Black Sapphire and Black Spinel,,,,,,,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--QoiK3Ucj--/gd8rdp1apxkgaiphuhdk.jpg,,,,,,,,,,,,NON CORE,,,,Post Back,EBS9997114BLSBN,TH,0,No,Drop,WOMEN,,10/1/2017,No,0,0,49.5,7,Classic,Chain,,1,CORE,Silver,Classic Chain Tassel Earring in Silver with Gemstone,Earrings,995,$,Active,FALL,F17-CO,2017,NO SIZE,Black Spinel,Black Sapphire,,,Star,8.25429E+12,EBS9997114,John Hardy,
EBS999934BLS,WOMEN's Classic Chain Hammered Silver  Small Drop Earrings on French wire with Black Sapphire,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--93aB67kK--/li0zetv3hwgnhfsbbc2z.jpg,,,,,,,http://images.salsify.com/image/upload/s--QUkhkBGV--/fyj3wkmgxqlqbwc9yfrm.jpg,,,,,,,,,,,,,,,,French Wire,EBS999934BLS,TH,0,No,Drop,WOMEN,,10/5/2015,No,0,0,57.5,22.5,Classic,Chain,,1,NON CORE,Silver,"Classic Chain Small Drop Earring, Hammered Silver, Gemstone",Earrings,450,$,Active,FALL,F15,2015,NO SIZE,Black Sapphire,,,,Contributor,8.25429E+12,1_410_156999934,John Hardy,
EGS60151BSP,WOMEN's Legends Naga 18K Gold Dragon Head Stud Earrings with Blue Sapphire Eyes,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--APkZnxwr--/eabam6uvhysudzpp7fcm.tiff,,,,,,,http://images.salsify.com/image/upload/s--QEa3XjTS--/lbw4lrtkxzhgzzlmqm8w.jpg,http://images.salsify.com/image/upload/s--APkZnxwr--/eabam6uvhysudzpp7fcm.tiff,,,,,,,,,,,NON CORE,18k,,,Post Back,EGS60151BSP,TH,0,No,Stud,WOMEN,,1/25/2019,No,0,0,15,7.5,Naga,Legends,,,CORE,Gold,Legends Naga Stud Earring in 18K Gold,Earrings,750,$,Newness,SPRING,S19,2019,NO SIZE,Blue Sapphire,,,,Launch/One Shot,8.25429E+12,EGS60151,John Hardy,
EGX300402DI,WOMEN's Dot Hammered 18K Gold Diamond Pave(0.07ct) Earrings,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--Q5tLCXq---/wov3tol5zzohqlnelp9z.jpg,,,,,,,http://images.salsify.com/image/upload/s--tyDxPVP4--/crnu1ekrk6cjidmogj0d.jpg,,,,,,,,,,,,NON CORE,18k,,,Omega Back,EGX300402DI,TH,0.07,No,Crawler,WOMEN,,7/25/2018,No,0,0,22,6,Dot,Dot,,,NON CORE,Gold,Dot Ear Crawler in Hammered 18K Gold with Diamonds,Earrings,1100,$,Active,FALL,F18,2018,NO SIZE,White Diamond,,,,Decline,8.25429E+12,EGX300402,John Hardy,
EGX300422DI,WOMEN's Dot Hammered 18K Gold Diamond Pave(0.21ct) Earrings,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--4QcLkOKO--/cggwout0bxyhdvubdcfg.jpg,,,,,,,http://images.salsify.com/image/upload/s--uhUtj_93--/mw09g55fryrzis1m1jzz.jpg,,,,,,,,,,,,NON CORE,18k,,,Leverback,EGX300422DI,TH,0.21,No,Drop,WOMEN,,7/25/2018,No,0,0,29,9.5,Dot,Dot,,,NON CORE,Gold,Dot Drop Earring in Hammered 18K Gold with Diamonds,Earrings,1795,$,Active,FALL,F18,2018,NO SIZE,White Diamond,,,,Contributor,8.25429E+12,EGX300422,John Hardy,
EGX601532DI,WOMEN's Legends Naga 18K Gold Diamond Pave(0.16ct) Earrings on French Wire,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--BaBaEiuK--/gmptiviu007oqjmewrzb.tiff,,,,,,,http://images.salsify.com/image/upload/s--i82xoNvO--/uimrfidfidaix6bbcbvm.jpg,http://images.salsify.com/image/upload/s--BaBaEiuK--/gmptiviu007oqjmewrzb.tiff,,,,,,,,,,,NON CORE,18k,,,French Wire,EGX601532DI,TH,0.16,No,Drop,WOMEN,,1/25/2019,No,0,0,26,10.5,Naga,Legends,,,NON CORE,Gold,Legends Naga Drop Earring in 18K Gold with Diamonds,Earrings,1495,$,Newness,SPRING,S19,2019,NO SIZE,White Diamond,,,,Launch/One Shot,8.25429E+12,EGX601532,John Hardy,
EGX961822DI,WOMEN's Classic Chain 18K Gold Diamond (0.21ct) Pave Stud Earrings,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--AVkyc7Ve--/ijpjc1zpxgwblyj2jrpv.jpg,,,,,,,,,,,,,,,,,,,CORE,18k,,,Post Back,EGX961822DI,TH,0.21,No,Stud,WOMEN,,2/15/2017,No,0,0,9.5,9.5,Classic,Chain,,,CORE,Gold,Classic Chain Stud Earrings in 18K Gold with Diamonds,Earrings,1600,$,Active,SPRING,S17,2017,NO SIZE,White Diamond,,,,Decline,8.25429E+12,EGX961822,John Hardy,
EZ33957,WOMEN's Dot Gold & Silver Buddha Belly Earrings BG,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--ZnL2EwOE--/eu9tlojxilb3rtrfy1ie.jpg,http://images.salsify.com/image/upload/s--g4m8WAKf--/cmyrkodewxibvrscncrc.jpg,,,,,,http://images.salsify.com/image/upload/s--h4fOc6Ro--/nc05ldzvsxwguyufgusx.jpg,http://images.salsify.com/image/upload/s--T9Xra4md--/sytyctmb7yiibo46kbee.jpg,,,,,,,,,,,CORE,,18k Bonded,,Omega Back,EZ33957,ID,0,No,Buddha Belly,WOMEN,,2/10/2012,No,0,0,22,11,Dot,Dot,,,CORE,Silver and Gold,Dot Buddha Belly Earring in Silver and 18K Gold,Earrings,595,$,Active,SPRING,S12,2012,NO SIZE,,,,,Decline,8.25429E+12,1_5_15633957,John Hardy,
EZ39059BRD,WOMEN's Dot Moon Phase Hammered 18K Gold & Silver Drop Earrings with Black Rhodium BG,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--VFabPjwj--/vbk3ytcfd8ke8tp9gkct.jpg,,,,,,,,,,,,,,,,,,,NON CORE,,18k Bonded,,Post Back,EZ39059BRD,TH,0,No,Drop,WOMEN,,3/25/2018,No,0,0,62.5,16,Dot,Dot,,,NON CORE,Silver and Gold,"Dot Moon Phase Drop Earring, Blackened Hammered Silver, 18K",Earrings,1295,$,Active,SPRING,S18,2018,NO SIZE,,,,,Events,8.25429E+12,EZ39059,John Hardy,
EZ5937,WOMEN's Bamboo 18K Gold & Silver J Hoop Earrings (Length 17mm) BG,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--q0uhOEHe--/nfvasl85xkoixzyutsgh.jpg,http://images.salsify.com/image/upload/s--wFG0kQvc--/q4edazojwxwrcrxniunx.jpg,,,,,,,,,,,,,,,,,,CORE,,18k Bonded,,Post Back,EZ5937,ID,0,No,J Hoop,WOMEN,,7/25/2017,No,0,0,17,6,Bamboo,Bamboo,,,CORE,Silver and Gold,Bamboo Small J Hoop Earring in Silver and 18K Gold,Earrings,795,$,Active,FALL,F17,2017,NO SIZE,,,,,Star,8.25429E+12,EZ5937,John Hardy,
EZ650112,WOMEN's Legends Naga 18K Gold & Silver Stud Earrings,,,,,,,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--7y83gyxl--/pauni5zmh60wni7c570v.jpg,http://images.salsify.com/image/upload/s--AZ-5bqvl--/cjfsjl9gbnwqbl6elyft.jpg,,,,,,,,,,,CORE,,18k,,Post Back,EZ650112,ID,0,No,Stud,WOMEN,,7/25/2017,No,0,0,13,9.5,Naga,Legends,,,NON CORE,Silver and Gold,Legends Naga Stud Earring in Silver and 18K Gold,Earrings,550,$,Active,FALL,F17,2017,NO SIZE,,,,,Contributor,8.25429E+12,EZ650112,John Hardy,
EZ650126,WOMEN's Legends Naga 18K Gold & Silver Small Hoop Earrings (Dia 22mm),,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--3y0ilP97--/kyaufdpjxiyoouyglfqy.jpg,,,,,,,http://images.salsify.com/image/upload/s--z0etWqI0--/y7kk3etwcjjvdpg91l5z.jpg,,,,,,,,,,,,,,18k,,Post Back,EZ650126,ID,0,No,Hoop,WOMEN,,7/25/2017,No,0,0,22,0,Naga,Legends,,,NON CORE,Silver and Gold,Legends Naga Small Hoop Earring in Silver and 18K Gold,Earrings,695,$,Active,FALL,F17,2017,NO SIZE,,,,,Star,8.25429E+12,EZ650126,John Hardy,
EZ65263,WOMEN's Legends Naga Gold & Silver Chandelier Earrings BG,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--Dh6jLSpO--/yfwzeuxsgd7eskyffdce.jpg,http://images.salsify.com/image/upload/s--tohMVkTq--/nqz7fl6adqf6tbktvmkn.jpg,,,,,,http://images.salsify.com/image/upload/s--y_x1dpqT--/roqv2ikn8i2vbd583lkt.jpg,http://images.salsify.com/image/upload/s--b7HM7S63--/ax1ltvjnpbecynje8lzp.jpg,,,,,,,,,,,CORE,,18k Bonded,,Post Back,EZ65263,ID,0,No,Chandelier,WOMEN,,3/15/2010,No,0,0,47,23,Naga,Legends,,,CORE,Silver and Gold,Legends Naga Chandelier Earring in Silver and 18K Gold,Earrings,750,$,Active,SPRING,S10,2010,NO SIZE,,,,,Star,8.25429E+12,1_836_15665263,John Hardy,
EZ7154,WOMEN's Dot Hammered Gold & Silver Round Drop Earrings on French wire (Dia 16.5mm) BG,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s---aZDXJNl--/gdzzhgwxakjcoku1zwec.jpg,http://images.salsify.com/image/upload/s--bfnuC21X--/cl2bqvmndfgh2who6ncj.jpg,,,,,,http://images.salsify.com/image/upload/s--pZu-BGeb--/u3zzbsskk2wd6jbnhbez.jpg,http://images.salsify.com/image/upload/s--mZXMVxcg--/z4pdhzxkrmeffbb2a52y.jpg,,,,,,,,,,,CORE,,18k Bonded,,French Wire,EZ7154,ID,0,No,Drop,WOMEN,,8/12/2013,No,0,0,33.5,16.5,Dot,Dot,,,CORE,Silver and Gold,Dot Drop Earring in Silver and Hammered 18K Gold,Earrings,795,$,Active,FALL,F13,2013,NO SIZE,,,,,Star,8.25429E+12,1_5_1567154,John Hardy,
EZ90043,WOMEN's Classic Chain Arch Hammered 18K Gold and Silver Small Hoop Earrings (Length 17mm) BG,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--wsdobSyt--/vimavvh18qxkzpenfjgv.jpg,,,,,,,,,,,,,,,,,,,NON CORE,,18k Bonded,,Post Back,EZ90043,ID,0,No,Hoop,WOMEN,,9/28/2018,No,0,0,17,0,Classic,Chain,,,NON CORE,Silver and Gold,Classic Chain Hoop Earring in Silver and Hammered 18K Gold,Earrings,650,$,Active,FALL,F18-CO,2018,NO SIZE,,,,,Contributor,8.25429E+12,EZ90043,John Hardy,
EZ90081,WOMEN's Classic Chain Wave Hammered 18K Gold & Silver Drop Earrings BG,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--bK-tez_f--/a9q1bfmo2s5zsnot3v4w.jpg,,,,,,,,,,,,,,,,,,,NON CORE,,18k Bonded,,Post Back,EZ90081,ID,0,No,Drop,WOMEN,,1/25/2018,No,0,0,46,0,Classic,Chain,,,CORE,Silver and Gold,"Classic Chain Wave Drop Earring, Silver, Hammered 18K Gold",Earrings,995,$,Active,SPRING,S18,2018,NO SIZE,,,,,Star,8.25429E+12,EZ90081,John Hardy,
EZ90260,WOMEN's Classic Chain Hammered 18K Gold and Silver Drop Earrings BG,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--UanZiNxv--/qzqjxgyzxoeyck1jihvz.jpg,,,,,,,http://images.salsify.com/image/upload/s--bsYFAVq1--/eoszwcqai6kcn3nm1uoj.jpg,,,,,,,,,,,,NON CORE,,18k Bonded,,Post Back,EZ90260,ID,0,No,Drop,WOMEN,,9/28/2018,No,0,0,68.5,9,Classic,Chain,,,NON CORE,Silver and Gold,Classic Chain Drop Earring in Silver and Hammered 18K Gold,Earrings,995,$,Active,FALL,F18-CO,2018,NO SIZE,,,,,Star,8.25429E+12,EZ90260,John Hardy,
EZ94554,WOMEN's Classic Chain Hammered 18K Gold & Silver Hoop Earrings BG,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--jqWvNMuy--/hjlzrnll9yd9xn6xwbm3.jpg,http://images.salsify.com/image/upload/s--doOslz_N--/zacytvig6al4as4uc5m4.jpg,,,,,,http://images.salsify.com/image/upload/s--z171bxRW--/hp4ealcvtyf5kjid0hh8.jpg,,,,,,,,,,,,CORE,,18k Bonded,,Post Back,EZ94554,ID,0,No,Door Knocker,WOMEN,,10/1/2017,No,0,0,30,14,Classic,Chain,,,CORE,Silver and Gold,"Classic Chain Door Knocker Earring Silver, Hammered 18K Gold",Earrings,795,$,Active,FALL,F17-CO,2017,NO SIZE,,,,,Star,8.25429E+12,EZ94554,John Hardy,
EZ94564,WOMEN's Classic Chain Hammered 18K Gold & Silver Drop Earrings,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--_K1wHapq--/by6ihf1uqejlpxlezqj6.jpg,,,,,,,,,,,,,,,,,,,NON CORE,,18k,,Post Back,EZ94564,TH,0,No,Drop,WOMEN,,1/25/2018,No,0,0,26.5,8,Classic,Chain,,,NON CORE,Silver and Gold,Classic Chain Drop Earring in Silver and Hammered 18K Gold,Earrings,995,$,Active,SPRING,S18,2018,NO SIZE,,,,,Contributor,8.25429E+12,EZ94564,John Hardy,
EZ96150,WOMEN's Classic Chain Hammered Gold & Silver Heritage Stud Earrings BG,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--nkPcBA2x--/uwjxliy2n31sew6xaieq.jpg,http://images.salsify.com/image/upload/s--VW-s5xkd--/zovw7ajwv6g41e06xh29.jpg,,,,,,,,,,,,,,,,,,CORE,,18k Bonded,,Post Back,EZ96150,ID,0,No,Stud,WOMEN,,7/20/2016,No,0,0,12,12,Classic,Chain,,,CORE,Silver and Gold,Classic Chain Stud Earring in Silver and Hammered 18K Gold,Earrings,295,$,Active,FALL,F16,2016,NO SIZE,,,,,Star,8.25429E+12,EZ96150,John Hardy,
EZ999578,WOMEN's Classic Chain Hammered Gold & Silver Large Stud Earrings BG,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--O2uQY5c_--/mnjpsdhdk9khenvjsud0.jpg,http://images.salsify.com/image/upload/s--anwZcT1M--/lm4abtfh0eawinqlstgf.jpg,,,,,,http://images.salsify.com/image/upload/s--G-PurTrH--/tksqzzqgqapmzctxdapz.jpg,http://images.salsify.com/image/upload/s--JBlgiSF---/vdvyg0sby5mbakvnm4dt.jpg,,,,,,,,,,,CORE,,18k Bonded,18k Bonded,Post Back,EZ999578,ID,0,No,Stud,WOMEN,,1/25/2017,No,0,0,11,11,Classic,Chain,,,NON CORE,Silver and Gold,Classic Chain Stud Earring in Silver and Hammered 18K Gold,Earrings,495,$,Active,SPRING,S17,2017,NO SIZE,,,,,Contributor,8.25429E+12,EZ999578,John Hardy,
EZ999675,WOMEN's Classic Chain Hammered 18K Gold & Silver Medium Hoop Earrings (Dia 37mm),,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--HRogfDsn--/saeiqmuoxa7wxe9vgbfp.jpg,,,,,,,http://images.salsify.com/image/upload/s--yS1nZdeo--/qilye2eiv9s8kzrjiqnv.jpg,,,,,,,,,,,,,,18k,,Post Back,EZ999675,ID,0,No,Hoop,WOMEN,,8/15/2017,No,0,0,37,0,Classic,Chain,,,NON CORE,Silver and Gold,"Classic Chain Medium Hoop Earring Silver, Hammered 18K Gold",Earrings,1295,$,Active,FALL,F17,2017,NO SIZE,,,,,Contributor,8.25429E+12,EZ999675,John Hardy,
EZS39121BON,WOMEN's Dot Gold & Silver French Wire Earrings with Black Onyx BG,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--h_5HRY-V--/nzzfsip2obyuissdtsnk.jpg,http://images.salsify.com/image/upload/s--UdZHUz8l--/tsiajvo5vv2h8qeam9od.jpg,,,,,,,,,,,,,,,,,,CORE,,18k Bonded,,French Wire,EZS39121BON,TH,0,No,Drop,WOMEN,,3/28/2016,No,0,0,59.5,28.5,Dot,Dot,,1,CORE,Silver and Gold,Dot Drop Earring in Silver and 18K Gold with Gemstone,Earrings,795,$,Active,SPRING,S16,2016,NO SIZE,Black Onyx,,,,Contributor,8.25429E+12,1_441_15639121,John Hardy,
HBP92371DI,WOMEN's Classic Chain Silver Diamond Pave Medium Square Pendant (0.72ct),http://images.salsify.com/image/upload/s--d_CyYVyd--/rjyajdcttxljrdd6fiye.jpg,http://images.salsify.com/image/upload/s--SxZDdXoK--/z5yvrcbyj6xrwmfnklor.jpg,be41e3d55447d7752fcdee4774d6952a0030dd94,afe708e2280a3c2d40f8b5841cd6fddc92fd93ec,http://images.salsify.com/image/upload/s--d_CyYVyd--/rjyajdcttxljrdd6fiye.jpg,http://images.salsify.com/image/upload/s--SxZDdXoK--/z5yvrcbyj6xrwmfnklor.jpg,,,,,,,,,,http://images.salsify.com/image/upload/s--i8zRiJFS--/git5djwh9aiqrzogaqs9.jpg,http://images.salsify.com/image/upload/s--co6xpZlQ--/zhgbfqtu3yappvha5ua5.jpg,,,,,,http://images.salsify.com/image/upload/s--tcKN5PjM--/h0g7lqob32jueogf6rcb.jpg,http://images.salsify.com/image/upload/s--5C8idk3A--/zogzhdrleubi710kt4vw.jpg,,,,,,,,,,,CORE,,,,,HBP92371DI,TH,0.72,No,Enhancer,WOMEN,,8/1/2003,No,0,0,40.5,24,Classic,Chain,,,CORE,Silver,Classic Chain Enhancer in Silver with Diamonds,Necklace,2400,$,Active,SPRING,S03,2003,NO SIZE,White Diamond,,,,Contributor,8.25429E+12,1_409_31192371,John Hardy,
